text,label
Can you use this in-between the aphogee 2 minute keratin reconstructor?,Usage Instructions
how many application do you get in one can?,Usage Instructions
Can you use other tanning solutions like Ocean brand with this product?,Usage Instructions
Does this have a cold setting that you don't have to hold down while you use it?,Usage Instructions
So this is good whether you straighten your hair or leave it curly? Can you use it in wet and dry hair? Fly away frizzies?,Usage Instructions
Ok I bought CHI Silk Infusion For $13 2fl oz. Is Biosilk better?? My friend told me to try Chi silk infusion before I use the flat iron. Is Biosilk better?,Usage Instructions
Does ground shipping requirement mean perfume can't be shipped abroad? Because couriers use airlifting.,Usage Instructions
Can you use this on dry hair,Usage Instructions
can you use this product with the derma e very clear moisturizer,Usage Instructions
is there a scent?  I can only use unscented moisturizers,Usage Instructions
Is this hot brush ceramic and ionic and do you have to blow dry your hair before you use it?,Usage Instructions
"I bought one that stated that it was professional , however whenever  I use it and shut it off and need to use it again it does not come on again...",Usage Instructions
can i use this product for my chapped lip?,Usage Instructions
can you use this on color-treated hair?,Usage Instructions
what about bleached hair? also can you use a  hot iron on your hair after?,Usage Instructions
Can i use this product on my 2year old daughter's natural hair.Her hair is very thick&combing it is a big punishment i can't endure again.,Usage Instructions
I have very course resistant hair and normally use a super strength relaxer to straigten it. Do you think that this product will work on me?,Usage Instructions
"Can you use this on hair that was treated with a keratin treatment about 7 months ago? (I used the nuNATT Ultra Keratin Touch, but it did not work)",Usage Instructions
Can you use this on hair that was dyed about a year ago?,Usage Instructions
"Is this product safe after my hair got treated by hena ?  Salon doesn't do any chemical perm for me because they worried my hair will get broke.  I want to use your product if my hair won't have any breakage from the hena.  Thanks.



    Is this product safe after my hair got treated by hena ?  Salon doesn't do any chemical perm for me because they worried my hair will get broke.  I want to use your product if my hair won't...
      » 
Read More


   Is this product safe after my hair got treated by hena ?  Salon doesn't do any chemical perm for me because they worried my hair will get broke.  I want to use your product if my hair won't have any breakage from the hena.  Thanks.
      « 

Show Less",Usage Instructions
"Can this be used to straighten men's hair - the shorter, wavy type? Are the styling tools a must-use with the treatment?",Usage Instructions
"i have keratin shampoo and conditioner can i use it instead of the shampoo and conditioner in trio  specially i will not be able to order the trio now bcoz it is restricted from ordering to SaudiArabia



    i have keratin shampoo and conditioner can i use it instead of the shampoo and conditioner in trio  specially i will not be able to order the trio now bcoz it is restricted from ordering to...
      » 
Read More


   i have keratin shampoo and conditioner can i use it instead of the shampoo and conditioner in trio  specially i will not be able to order the trio now bcoz it is restricted from ordering to SaudiArabia
      « 

Show Less",Usage Instructions
do i need to use the bio ionic straightening iron for this process?,Usage Instructions
"Can you use this during the day? Everyone says that it works great and makes your skin look nice at night, so can you use it during the day as a foundation?",Usage Instructions
Will these hold up to use with lemon/vinegar cleaner?,Usage Instructions
Can a black woman use this perm?,Usage Instructions
"I had this container of perm for about a year now, is it still safe to use or should I throw it out?",Usage Instructions
Is the relaxer ready use or do I need to add something to it?,Usage Instructions
is the 4lb tub of affirm relaxer ready for use I just bought the 4 lb affirm relaxer and do i have to mix anything with it before first use. All i got was the large container of relaxer.,Usage Instructions
Can I use Schwarzkopf permanent Hair Color with a different brand color developer?  Thanks.,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
Can I use Schwarzkopf permanent Hair Color with a different brand color developer?  Thanks.,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
can u use gel nail polish also without the uv lamp and does this has also the acrylic powder?,Usage Instructions
What is the best form of application of this product?  Should I buy a brush or is it best applied with my fingers?,Usage Instructions
Would you recommend this drill for long-term professional use for a novice nail technician?,Usage Instructions
